Year,Fuel_Type,Transmission,Mileage,Engine,Power,Price
2013,1,1,21.02,1248.0,88.76,2.65
2013,3,1,15.04,1598.0,103.6,4.0
2016,1,0,17.6,1582.0,126.2,12.5
2014,3,1,21.1,1197.0,85.8,3.25
2008,3,1,13.1,1997.0,141.1,4.0
2012,1,1,15.1,2179.0,140.0,6.25
2016,1,1,21.66,1498.0,108.62,5.8
2015,3,1,17.57,1193.0,88.7,5.0
2016,1,0,12.9,2993.0,270.88,58.73
2018,3,0,14.28,1798.0,138.03,17.49
2011,3,1,19.0,998.0,66.1,1.95
2007,3,0,11.1,2354.0,142.0,3.0
2014,3,1,17.0,1197.0,80.0,5.5
2013,1,0,12.55,2982.0,168.5,16.5
2011,3,0,11.74,1796.0,186.0,14.5
2016,1,1,27.39,1248.0,74.0,7.79
2017,1,1,20.77,1248.0,88.76,8.27
2019,1,0,12.65,2993.0,255.0,97.07
2012,3,1,12.9,1598.0,102.5,2.15
2008,3,0,12.9,1799.0,130.0,3.0
2014,1,0,16.09,1995.0,184.0,28.79
2011,1,0,20.0,1968.0,138.1,5.45
2013,1,1,23.4,1248.0,74.0,3.95
2013,1,0,23.3,1984.0,150.0,16.0
2013,3,1,17.5,1298.0,85.8,4.25
2014,1,0,12.7,2179.0,187.7,34.5
2008,3,0,11.7,2354.0,177.6,2.6
2017,1,1,12.99,2494.0,100.6,13.48
2018,1,1,12.55,2982.0,168.5,32.1
2018,3,1,18.7,1199.0,88.7,6.17
2015,3,1,17.0,1497.0,118.0,5.5
2017,1,0,28.4,1248.0,73.75,9.15
2014,1,1,21.64,1461.0,84.8,4.5
2014,1,1,12.99,2494.0,100.6,10.5
2016,3,1,19.4,1198.0,86.8,5.37
2012,3,1,15.04,1598.0,103.6,5.45
2016,1,1,16.0,2179.0,140.0,9.25
2016,1,1,23.0,1498.0,98.96,7.7
2012,1,1,17.72,1968.0,108.49,7.99
2012,3,1,20.36,1197.0,78.9,3.0
2005,1,1,12.8,2494.0,102.0,4.0
2018,1,1,20.65,1248.0,88.7,6.69
2014,1,1,22.9,1248.0,74.0,4.25
2017,1,0,21.72,1498.0,108.4,10.5
2019,1,1,13.68,2393.0,147.8,22.55
2014,3,1,17.01,1591.0,121.3,5.2
2019,3,1,17.4,1497.0,117.3,11.87
2014,1,1,26.0,1498.0,98.6,6.99
2011,1,1,20.54,1598.0,103.6,5.0
2014,1,0,12.19,2967.0,236.0,44.0
2015,3,1,22.74,796.0,47.3,2.79
2012,1,1,21.12,1248.0,88.8,2.9
2016,3,1,15.29,1591.0,121.3,9.85
2014,1,0,12.0,2987.0,224.0,49.0
2016,1,1,16.55,2498.0,105.0,9.25
2011,1,1,22.32,1582.0,126.3,3.75
2017,1,1,26.1,1498.0,99.0,7.29
2016,1,0,20.7,1496.0,113.98,23.5
2013,3,1,14.0,796.0,35.0,2.6
2015,1,1,21.03,1461.0,65.0,3.1
2016,1,0,14.21,2143.0,203.0,29.98
2016,1,1,19.01,1461.0,108.45,6.73
2016,1,1,23.4,1248.0,74.0,3.5
2011,3,1,16.47,1198.0,73.9,2.35
2017,1,1,16.0,2179.0,140.0,16.13
2014,3,1,16.47,1198.0,74.0,5.9
2012,3,1,21.1,1197.0,85.8,3.9
2012,1,1,12.8,2494.0,102.0,6.95
2015,1,1,26.0,1498.0,98.6,7.0
2017,3,1,17.0,1198.0,73.75,7.23
2012,1,1,21.5,1248.0,88.8,3.81
2012,3,1,18.6,1197.0,85.8,4.5
2017,1,1,19.67,1582.0,126.2,12.6
2015,1,0,12.07,2967.0,241.4,48.0
2010,3,1,19.7,796.0,46.3,2.96
2014,1,1,25.8,1498.0,98.6,3.25
2011,1,0,18.33,1968.0,167.7,8.5
2013,1,0,19.5,1582.0,126.24,8.75
2011,3,1,18.9,998.0,67.1,3.08
2017,1,0,12.81,1999.0,148.31,41.5
2016,3,1,17.8,1497.0,117.3,7.0
2011,3,0,14.74,1991.0,181.03,11.5
2011,3,1,20.51,998.0,67.04,2.6
2014,1,1,22.32,1582.0,126.3,4.3
2017,0,1,17.5,1373.0,80.46,8.35
2017,1,0,17.06,1968.0,141.0,24.9
2011,1,0,15.06,1995.0,177.0,13.75
2014,1,1,24.0,1186.0,73.97,3.85
2014,1,0,13.0,2143.0,201.1,23.25
2015,3,1,18.9,1197.0,82.0,5.75
2008,3,1,20.36,1197.0,78.9,1.65
2012,1,1,19.33,1968.0,138.1,6.5
2011,1,1,17.67,1968.0,138.08,7.5
2019,1,0,14.75,2967.0,245.0,72.94
2010,1,1,11.5,2982.0,171.0,11.0
2013,3,1,18.9,1061.0,67.0,3.02
2013,3,1,21.1,814.0,55.2,3.32
2013,3,1,19.4,1198.0,86.8,3.24
2015,3,1,22.74,796.0,47.3,2.35
2013,1,1,15.96,2523.0,62.1,5.5
2015,3,1,17.8,1497.0,117.3,6.75
2015,3,1,15.0,1598.0,103.52,6.15
2016,3,1,22.0,1197.0,81.8,5.45
2013,3,1,21.1,814.0,55.2,2.3
2015,3,1,20.85,1197.0,83.14,6.21
2014,3,0,19.34,1198.0,76.0,5.21
2008,3,0,8.3,4134.0,250.0,11.99
2010,1,1,17.8,1248.0,75.0,3.1
2017,1,1,13.49,2179.0,138.03,7.5
2016,1,1,20.14,1498.0,88.8,4.0
2016,3,1,17.8,1497.0,117.3,7.73
2015,3,1,17.4,1497.0,117.3,7.8
2011,3,1,16.1,796.0,37.0,1.3
2014,1,1,20.14,1498.0,88.8,4.42
2009,1,0,12.5,1991.0,147.9,4.0
2016,1,1,16.0,2179.0,140.0,13.0
2015,1,1,25.8,1498.0,98.6,5.38
2011,3,1,17.0,1197.0,80.0,3.25
2016,3,0,20.51,998.0,67.0,3.87
2014,1,0,16.96,1968.0,138.03,8.25
2018,3,1,20.73,1373.0,91.1,9.28
2012,1,0,11.79,2179.0,120.0,6.25
2008,3,1,15.26,1150.0,74.9,1.15
2016,3,1,20.73,1373.0,91.2,7.8
2012,1,1,23.0,1396.0,90.0,4.5
2018,3,1,18.7,1199.0,88.7,7.56
2017,1,1,16.0,2179.0,140.0,16.08
2012,3,1,17.0,1197.0,80.0,4.5
2012,1,1,22.32,1582.0,126.32,5.0
2011,3,1,19.81,1086.0,68.05,2.2
2014,3,0,23.1,998.0,67.04,4.0
2012,1,1,20.86,1199.0,73.9,2.51
2015,1,1,25.2,1248.0,74.0,4.75
2008,3,1,16.0,1086.0,66.7,2.0
2010,3,1,20.36,1197.0,78.9,2.1
2013,3,0,16.5,1499.0,110.0,6.25
2011,1,0,11.5,2987.0,210.0,10.6
2017,1,1,25.2,1248.0,74.0,6.0
2004,3,1,16.1,796.0,37.0,0.45
2010,3,1,16.1,1298.0,88.2,2.5
2018,3,1,15.29,1591.0,121.3,12.75
2017,1,0,17.05,1995.0,190.0,30.29
2006,3,1,13.8,1299.0,70.0,1.6
2017,1,1,22.7,1498.0,89.84,7.54
2015,3,1,20.73,1373.0,91.1,6.84
2012,1,0,18.33,1968.0,167.7,6.0
2017,1,1,27.3,1498.0,98.6,8.0
2016,1,0,17.11,1968.0,174.33,24.74
2017,1,1,24.0,1120.0,70.0,5.5
2013,1,0,12.0,2987.0,224.0,36.0
2013,1,1,12.99,2494.0,100.6,11.79
2011,3,1,16.95,1498.0,97.7,3.0
2011,1,0,20.0,1968.0,138.1,6.75
2006,3,1,14.49,1399.0,92.7,1.4
2014,1,1,24.2,1498.0,98.6,5.75
2010,1,1,21.1,1248.0,73.9,3.4
2011,3,1,16.47,1198.0,73.9,4.89
2013,3,1,13.24,1598.0,102.5,4.95
2013,3,0,16.98,998.0,66.1,3.49
2014,3,1,17.0,1497.0,118.0,6.35
2017,3,0,18.9,1197.0,82.0,7.08
2017,1,0,13.6,1999.0,177.0,38.0
2012,1,1,12.05,2179.0,120.0,6.25
2011,3,0,11.74,1796.0,186.0,10.15
2014,3,0,13.7,1798.0,157.75,10.75
2012,1,0,18.1,1991.0,147.9,4.65
2010,1,1,12.05,2179.0,120.0,4.75
2015,3,1,17.1,1591.0,121.3,7.78
2016,1,1,23.0,1396.0,90.0,6.75
2008,3,0,16.4,1497.0,78.0,2.99
2013,3,1,20.36,1197.0,78.9,2.35
2013,1,1,25.8,1498.0,98.6,3.65
2012,3,1,22.5,998.0,67.04,2.74
2013,3,1,19.4,1198.0,86.8,3.5
2014,3,1,17.0,1197.0,80.0,4.76
2016,3,1,15.04,1598.0,103.2,6.2
2008,1,1,18.7,1896.0,66.0,2.35
2014,1,0,13.0,2143.0,204.0,24.5
2013,3,1,13.24,1598.0,102.57,6.0
2017,3,1,21.1,814.0,55.2,3.65
2016,3,1,18.6,1197.0,85.8,6.26
2015,1,0,13.22,2967.0,241.4,32.95
2018,3,1,18.6,1197.0,81.83,7.8
2014,3,1,19.4,1198.0,86.8,4.25
2014,3,1,17.5,1298.0,85.8,4.86
2017,3,1,18.9,1197.0,81.86,4.9
2014,1,1,11.68,2498.0,112.0,7.06
2015,3,0,17.21,1798.0,189.0,4.5
2011,3,1,24.07,998.0,67.1,3.22
2014,1,1,22.07,1199.0,73.9,3.25
2016,3,1,18.9,1197.0,82.0,4.53
2017,1,0,14.84,2143.0,170.0,34.78
2014,3,0,15.74,1591.0,121.3,6.5
2010,3,1,15.7,1172.0,67.0,2.25
2011,1,1,12.99,2494.0,100.0,8.0
2017,1,0,18.49,1493.0,100.0,8.37
2015,1,1,20.14,1498.0,88.8,5.39
2018,1,0,22.48,1995.0,190.0,37.3
2018,1,0,11.57,2987.0,254.79,70.8
2012,1,0,11.74,2987.0,254.8,22.25
2018,3,1,18.9,1197.0,81.86,6.03
2011,3,0,13.7,1798.0,157.75,4.9
2013,3,0,16.95,1197.0,78.9,3.96
2011,1,1,23.0,1396.0,90.0,4.6
2011,1,1,12.05,2179.0,120.0,5.5
2013,3,1,19.4,1198.0,86.8,3.25
2017,3,1,18.6,1197.0,81.83,6.25
2007,1,1,10.9,2499.0,143.0,3.0
2011,1,1,16.8,1493.0,110.0,4.25
2011,1,1,11.5,2982.0,171.0,12.25
2011,1,0,17.05,1995.0,184.0,10.95
2013,1,0,12.55,2982.0,168.5,16.5
2018,3,0,19.0,1199.0,88.76,7.8
2013,3,1,19.81,1086.0,68.05,3.7
2012,3,1,17.0,1197.0,80.0,4.0
2015,1,0,19.59,1995.0,187.74,26.75
2016,1,0,15.17,1968.0,181.0,28.03
2017,3,1,20.4,1197.0,81.8,5.44
2017,3,0,21.4,1197.0,83.1,6.2
2005,3,1,13.2,1495.0,94.0,0.9
2016,3,1,18.5,1197.0,85.8,3.95
2011,3,1,26.0,624.0,35.0,0.44
2012,1,1,20.0,1399.0,68.0,2.75
2011,1,0,18.33,1968.0,167.7,7.5
2010,1,1,19.0,1248.0,93.0,2.5
2015,1,1,14.95,2489.0,93.7,5.0
2013,3,1,18.9,998.0,67.1,3.6
2012,3,1,17.6,1496.0,88.7,3.99
2015,3,1,18.9,1197.0,82.0,5.64
2014,1,1,12.99,2494.0,100.0,12.0
2008,1,1,16.8,1405.0,62.0,0.7
2015,1,0,18.88,1995.0,184.0,19.0
2017,1,0,10.91,3198.0,197.0,30.48
2017,3,1,21.56,1462.0,103.25,8.2
2015,1,1,25.83,1498.0,99.0,7.55
2007,3,1,15.26,1150.0,74.9,0.99
2011,3,0,16.8,1497.0,118.0,4.15
2016,3,1,16.95,1498.0,97.6,6.2
2016,3,1,19.1,1197.0,85.8,4.4
2012,1,1,20.0,1399.0,68.0,2.1
2011,1,1,20.3,1248.0,75.0,2.2
2018,3,1,18.6,1197.0,81.86,8.34
2014,1,1,23.4,1248.0,74.0,4.35
2014,1,1,22.7,1498.0,89.84,6.8
2010,1,1,19.3,1248.0,73.9,3.3
2016,3,1,18.9,1197.0,82.0,5.04
2012,1,0,11.4,2953.0,153.86,9.2
2014,1,1,22.07,1199.0,73.9,5.7
2018,1,1,18.49,1493.0,100.0,8.48
2013,1,0,11.2,2993.0,306.0,48.0
2012,1,1,19.01,1461.0,108.45,6.1
2010,3,1,22.5,998.0,67.04,2.75
2017,1,1,24.52,1248.0,88.5,8.0
2010,3,1,19.7,796.0,46.3,1.85
2015,3,0,20.51,998.0,67.0,3.85
2017,3,1,15.1,1196.0,73.0,4.74
2013,1,1,19.6,1461.0,108.45,5.63
2011,3,1,18.2,1061.0,64.0,2.62
2015,3,1,13.06,1598.0,102.53,4.9
2006,3,1,13.5,1799.0,130.0,2.65
2012,1,1,16.0,2179.0,140.0,5.99
2011,1,1,21.0,1461.0,64.1,2.4
2017,3,1,21.7,999.0,67.0,4.25
2013,1,0,15.15,2967.0,240.0,40.0
2008,1,1,28.4,1248.0,74.0,2.7
2016,3,1,20.63,1198.0,67.0,2.99
2011,3,1,18.5,1197.0,80.0,3.4
2016,1,0,18.12,1995.0,190.0,30.8
2012,1,1,20.77,1248.0,88.8,5.85
2014,3,1,18.9,1197.0,82.0,4.0
2011,3,0,9.43,2996.0,254.0,14.12
2011,1,1,17.9,1998.0,163.7,4.55
2011,1,1,21.1,1248.0,73.9,2.9
2007,3,0,11.74,1796.0,186.0,6.0
2016,3,1,18.6,1197.0,81.83,6.95
2014,3,1,20.3,998.0,68.05,2.75
2014,1,1,22.9,1248.0,74.0,5.1
2017,3,1,18.6,1197.0,81.83,6.75
2014,3,1,18.5,1197.0,85.8,3.69
2013,1,1,22.9,1248.0,74.0,5.45
2018,3,1,17.5,1199.0,88.7,9.29
2015,3,0,16.9,1197.0,81.86,4.0
2013,3,1,18.0,1198.0,86.7,2.9
2013,3,1,17.1,1591.0,121.3,5.25
2014,3,1,16.8,1497.0,116.3,5.75
2017,3,1,15.29,1591.0,121.3,13.12
2014,1,1,15.1,2179.0,140.0,7.83
2013,0,1,26.6,998.0,58.16,3.15
2013,1,1,12.8,2494.0,102.0,10.4
2012,1,1,22.9,1248.0,74.0,4.35
2017,3,0,22.5,998.0,67.0,5.23
2016,3,1,18.9,1197.0,81.86,6.01
2014,1,1,25.8,1498.0,98.6,4.4
2010,1,0,16.07,1995.0,181.0,12.75
2011,3,1,15.6,1196.0,70.0,2.4
2018,3,1,17.0,1198.0,73.75,5.71
2015,1,1,22.7,1498.0,89.84,5.49
2004,3,1,13.0,1343.0,90.0,1.3
2014,1,1,16.0,2179.0,140.0,8.5
2012,1,1,13.0,2982.0,168.5,12.99
2017,3,1,18.9,1197.0,81.86,5.0
2017,1,0,28.4,1248.0,73.75,9.0
2016,1,1,22.9,1248.0,74.0,5.22
2012,3,1,16.47,1198.0,73.9,3.8
2019,3,1,18.16,1197.0,78.9,7.27
2016,3,1,22.0,1197.0,81.8,5.1
2013,1,0,14.21,2143.0,203.0,29.0
2013,3,1,18.9,998.0,67.1,2.9
2012,3,1,26.0,624.0,35.0,1.38
2011,3,1,13.4,1798.0,157.8,5.5
2016,3,0,17.21,1197.0,103.5,7.25
2014,1,1,22.32,1582.0,126.32,6.98
2017,1,1,22.95,1248.0,74.0,5.25
2013,3,1,21.1,814.0,55.2,1.95
2014,1,0,17.11,1968.0,174.33,24.5
2013,1,1,12.99,2494.0,100.0,8.31
2012,1,0,11.74,2987.0,254.8,36.0
2015,1,1,24.4,1120.0,71.0,5.5
2011,3,0,11.7,2354.0,177.6,5.89
2016,1,1,20.34,1498.0,103.2,7.95
2010,3,1,17.0,1197.0,80.0,2.75
2012,1,1,22.7,1582.0,126.24,6.25
2015,1,1,20.0,1399.0,68.05,4.95
2019,3,1,18.6,1197.0,81.83,6.27
2017,1,1,23.9,1582.0,126.2,8.65
2014,3,1,18.9,1197.0,82.0,3.5
2015,1,0,14.16,1968.0,174.3,35.0
2015,3,1,17.5,1298.0,85.8,4.45
2012,3,1,18.5,1197.0,80.0,2.65
2017,1,1,25.32,1198.0,77.0,4.7
2014,1,0,18.23,1582.0,126.2,8.9
2017,1,1,17.1,1956.0,170.0,17.45
2017,1,1,24.3,1248.0,88.5,9.58
2012,3,1,14.28,1798.0,138.03,6.22
2013,1,1,15.1,2179.0,140.0,7.8
2016,1,0,20.68,1995.0,190.0,27.75
2015,1,1,22.54,1396.0,88.73,7.0
2017,1,0,11.57,2987.0,254.79,64.87
2013,1,1,17.3,1998.0,163.7,6.5
2011,3,1,18.5,1197.0,80.0,2.7
2012,3,1,19.4,1198.0,86.8,2.5
2013,1,1,19.3,1461.0,84.8,3.9
2015,3,1,16.47,1198.0,73.9,3.95
2010,3,1,20.36,1197.0,78.9,2.1
2009,1,0,18.1,1991.0,147.9,3.5
2007,3,1,19.81,1086.0,68.05,2.0
2014,1,1,20.77,1248.0,88.76,5.35
2013,1,1,25.8,1498.0,98.6,3.8
2016,3,0,15.5,1595.0,122.0,17.25
2018,3,1,18.9,1197.0,81.86,5.53
2009,3,1,20.36,1197.0,78.9,1.95
2017,1,1,28.4,1248.0,74.0,8.2
1999,3,1,13.0,1343.0,90.0,0.9
2013,1,1,12.99,2494.0,100.6,6.5
2014,1,0,23.8,1998.0,112.0,19.41
2016,3,1,15.7,1368.0,112.4,6.58
2011,3,1,14.49,1399.0,92.7,2.1
2008,3,1,19.81,1086.0,68.05,2.0
2015,1,1,24.4,1120.0,71.0,3.7
2014,3,0,23.1,998.0,67.04,3.8
2014,3,1,20.36,1197.0,78.9,3.25
2015,1,1,19.87,1461.0,83.8,5.53
2011,1,0,22.69,1995.0,190.0,10.9
2018,3,1,18.9,1197.0,82.0,5.1
2009,3,1,18.0,995.0,62.0,1.6
2018,3,1,17.4,1497.0,117.3,11.25
2013,1,1,20.54,1598.0,103.6,5.9
2012,1,0,11.5,2982.0,169.0,14.4
2011,3,1,17.0,1497.0,118.0,3.6
2017,1,0,18.12,1995.0,190.0,40.5
2014,1,0,14.16,1968.0,174.3,38.95
2014,1,1,23.2,1248.0,73.94,3.6
2016,1,0,21.21,1498.0,103.2,7.12
2016,1,1,26.0,1498.0,98.6,7.52
2012,1,0,15.2,1968.0,140.8,10.35
2014,3,1,15.0,1598.0,103.52,7.0
2011,1,1,11.5,2982.0,171.0,10.85
2010,1,1,16.52,1991.0,123.7,2.35
2014,3,1,15.1,1196.0,73.0,2.9
2017,3,1,20.73,1373.0,91.1,7.65
2016,1,1,28.09,1248.0,88.5,6.4
2014,1,1,12.99,2494.0,100.6,10.1
2014,3,1,19.1,1197.0,85.8,4.25
2019,1,0,11.36,2755.0,171.5,19.65
2017,1,1,25.0,1396.0,69.0,4.4
2012,3,1,18.5,1197.0,82.85,3.25
2012,1,1,17.8,1399.0,68.0,2.8
2015,1,1,18.2,1248.0,73.74,4.3
2006,1,1,17.8,1399.0,68.0,1.55
2007,3,1,10.8,2354.0,152.0,4.7
2017,3,1,18.7,1199.0,88.7,7.07
2018,1,0,11.0,2987.0,258.0,79.0
2018,3,1,18.9,1197.0,81.86,5.75
2012,3,1,18.5,1197.0,85.8,3.25
2017,1,0,22.0,1498.0,108.495,8.89
2015,3,1,17.4,1497.0,117.3,5.9
2016,3,1,18.7,1199.0,88.7,4.95
2014,1,1,17.8,1248.0,75.0,3.75
2017,1,0,17.01,1582.0,126.2,10.97
2014,1,0,14.4,2967.0,241.4,24.94
2014,3,1,21.1,814.0,55.2,1.97
2010,1,1,20.0,1399.0,68.0,1.4
2018,3,1,17.0,1198.0,73.75,7.27
2013,1,1,21.64,1461.0,84.8,4.0
2015,3,1,18.7,1199.0,88.7,4.75
2015,3,1,17.0,1197.0,80.0,5.1
2012,1,0,14.94,2967.0,241.4,16.11
2014,1,0,11.18,2696.0,184.0,10.55
2017,1,0,12.9,2755.0,174.5,30.0
2002,1,1,18.7,1896.0,66.0,1.6
2012,1,0,15.8,2148.0,170.0,18.49
2018,3,1,20.73,1373.0,91.1,9.96
2013,1,1,22.9,1248.0,74.0,4.75
2002,1,1,13.1,2446.0,75.0,3.65
2012,1,0,16.73,2495.0,218.0,15.5
2013,1,1,10.5,2835.0,116.9,11.82
2008,3,1,13.4,1794.0,125.0,2.05
2016,0,1,26.6,998.0,58.16,3.3
2013,3,1,16.8,796.0,34.2,2.25
2014,1,0,17.68,1968.0,174.33,20.12
2017,0,1,25.0,1197.0,81.86,4.95
2016,1,1,27.3,1498.0,98.6,7.48
2004,3,0,10.5,1796.0,157.7,5.5
2013,1,0,16.55,1968.0,147.51,13.19
2012,3,1,19.1,1197.0,85.8,3.85
2016,1,1,28.4,1248.0,73.75,5.75
2014,1,1,15.1,2179.0,140.0,9.0
2012,3,1,18.6,1199.0,79.4,2.21
2017,1,1,23.0,1498.0,98.96,8.09
2017,1,0,14.69,2993.0,258.0,48.63
2015,1,0,14.16,1968.0,174.3,39.47
2015,1,0,20.68,1995.0,190.0,22.24
2009,3,0,19.2,1197.0,80.0,2.6
2016,1,0,17.01,1582.0,126.2,12.0
2014,1,0,17.11,1968.0,174.33,18.0
2007,3,0,10.13,3498.0,364.9,9.99
2012,3,1,20.36,1197.0,78.9,2.45
2017,1,1,23.0,1498.0,98.96,8.99
2011,1,1,20.54,1598.0,103.6,3.15
2017,1,1,28.4,1248.0,73.75,8.2
2016,1,1,15.4,1997.0,120.0,11.5
2016,1,1,22.54,1396.0,88.73,7.3
2008,3,1,19.7,796.0,46.3,1.59
2015,3,1,20.36,1197.0,78.9,3.15
2015,1,1,15.4,2179.0,120.0,8.5
2010,1,1,19.5,1199.0,75.0,3.0
2012,1,0,15.3,2993.0,258.0,21.0
2016,1,1,27.3,1498.0,98.6,7.75
2013,1,0,10.0,2148.0,170.0,23.0
2016,1,0,16.0,2179.0,140.0,13.75
2017,3,0,18.0,1497.0,117.3,8.29
2014,1,1,22.9,1248.0,74.0,5.79
2017,1,0,14.84,2143.0,170.0,30.5
2011,3,1,17.0,1497.0,118.0,3.8
2014,1,1,15.3,2956.0,83.8,4.45
2012,3,1,18.5,1197.0,82.85,3.3
2009,1,1,20.4,1248.0,91.2,1.75
2011,3,0,12.9,1799.0,130.0,5.5
2017,1,1,19.67,1582.0,126.2,13.35
2017,1,0,20.38,1968.0,143.0,22.5
2013,3,1,17.0,1591.0,121.3,5.25
2011,1,1,21.9,1396.0,90.0,3.75
2015,1,1,24.2,1498.0,98.6,6.32
2018,1,0,22.32,1582.0,126.32,7.75
2006,3,1,15.3,1596.0,101.0,1.37
2010,3,1,20.36,1197.0,78.9,2.1
2016,1,1,24.3,1248.0,88.5,9.3
2015,1,1,12.99,2494.0,100.6,12.0
2017,1,0,17.9,2143.0,136.0,23.5
2006,3,1,19.7,796.0,46.3,1.8
2013,1,0,14.84,2143.0,170.0,12.5
2015,1,1,22.9,1248.0,74.0,4.74
2016,3,1,18.9,1197.0,82.0,5.43
2018,1,0,12.55,2982.0,168.5,31.62
2011,3,1,12.4,1998.0,132.0,6.3
2017,1,1,22.77,1498.0,98.59,8.45
2016,3,1,18.16,1196.0,86.8,5.0
2011,1,1,11.5,2982.0,171.0,13.0
2012,3,1,19.1,1197.0,85.8,4.7
2018,3,0,12.05,2979.0,320.0,93.67
2012,3,1,13.14,1798.0,160.0,3.3
2009,3,1,18.9,1061.0,67.0,1.51
2013,1,1,19.01,1461.0,108.45,6.09
2015,3,1,20.73,1373.0,91.1,5.95
2012,1,1,22.7,1582.0,126.24,9.0
2015,1,0,21.66,1498.0,103.52,4.25
2013,1,0,14.84,2143.0,170.0,23.5
2011,3,0,11.7,2354.0,177.6,6.35
2014,3,1,23.1,998.0,67.04,3.4
2017,3,0,12.05,2979.0,320.0,93.0
2014,1,0,22.69,1995.0,190.0,21.6
2011,1,1,20.54,1598.0,103.6,4.0
2018,1,1,23.4,1248.0,74.0,5.5
2012,1,0,12.39,2179.0,147.51,19.25
2012,1,1,21.9,1396.0,90.0,3.95
2012,1,1,28.4,1248.0,73.75,4.25
2018,1,1,17.1,1956.0,170.0,17.02
2012,1,1,20.77,1248.0,88.76,6.5
2011,3,1,15.6,1196.0,70.0,2.95
2013,1,1,21.43,1364.0,86.79,7.12
2018,1,0,24.3,1248.0,88.5,11.25
2009,3,1,17.0,1497.0,118.0,2.75
2015,1,1,15.4,2179.0,120.0,12.0
2014,3,1,20.14,1197.0,81.86,3.67
2008,3,1,15.7,1390.0,75.0,2.3
2008,1,1,18.7,1896.0,66.0,2.2
2014,1,0,12.0,2987.0,224.0,41.0
2016,1,0,20.68,1995.0,190.0,28.5
2015,3,1,15.04,1598.0,103.2,5.49
2013,1,0,16.55,1968.0,147.51,17.5
2009,1,1,13.8,1399.0,68.0,1.99
2016,1,1,22.32,1582.0,126.3,6.64
2017,1,1,13.68,2393.0,147.8,16.5
2016,3,1,18.9,1197.0,82.0,5.0
2017,3,1,17.0,1198.0,73.75,5.4
2017,3,1,25.17,799.0,53.3,2.99
2011,3,1,17.0,1497.0,118.0,4.1
2018,3,0,18.9,1197.0,81.86,6.76
2016,3,1,18.78,999.0,75.0,5.5
2014,1,1,25.2,1248.0,74.0,5.99
2012,1,1,21.64,1461.0,84.8,2.59
2013,1,0,16.36,2179.0,187.7,26.75
2016,1,1,28.09,1248.0,88.5,8.5
2011,1,0,12.8,1968.0,167.6,23.0
2014,3,1,15.6,1196.0,70.02,3.35
2012,1,0,11.72,2199.0,194.3,10.75
2013,1,1,12.05,2179.0,120.0,6.29
2014,1,1,19.6,1461.0,108.45,7.75
2012,1,0,15.2,1968.0,140.8,13.5
2013,3,1,15.1,1196.0,73.0,3.75
2011,1,1,14.0,2498.0,112.0,3.75
2006,3,1,18.9,998.0,67.1,1.5
2005,3,1,14.0,1061.0,64.0,1.45
2013,3,1,15.5,1586.0,103.3,4.12
2016,1,1,13.68,2393.0,147.8,17.11
2015,1,1,12.99,2494.0,100.6,10.25
2011,1,1,22.07,1199.0,73.9,2.49
2015,3,1,16.78,1496.0,88.73,3.85
2014,1,1,22.7,1498.0,89.84,6.25
2015,1,1,24.0,1120.0,70.0,4.88
2016,3,0,18.0,1497.0,117.3,9.45
2007,1,1,12.8,2494.0,102.0,4.8
2012,3,1,21.1,814.0,55.2,1.99
2010,3,1,20.36,1197.0,78.9,2.8
2011,3,0,12.3,1796.0,185.0,22.0
2012,1,1,15.96,2523.0,62.1,4.3
2014,1,0,20.0,1968.0,138.1,9.75
2015,3,1,20.4,1197.0,81.8,5.9
2013,1,0,16.55,1968.0,147.51,14.5
2009,1,1,17.8,1399.0,68.0,2.4
2008,3,1,15.0,1586.0,104.68,2.11
2017,3,0,18.9,1197.0,82.0,7.6
2012,3,0,17.16,1197.0,85.8,3.6
2013,1,1,10.5,2179.0,120.0,6.0
2014,1,1,15.4,2179.0,120.0,7.45
2011,3,1,19.7,796.0,46.3,2.1
2013,1,1,19.01,1461.0,108.45,5.2
2017,3,1,20.89,1197.0,81.8,6.36
2015,1,1,12.99,2494.0,100.6,11.62
2015,1,0,16.77,2993.0,261.49,43.6
2009,1,1,13.6,1991.0,142.0,4.9
2015,1,1,19.01,1461.0,108.45,6.7
2013,0,1,33.54,998.0,67.04,3.05
2014,1,0,17.11,1968.0,174.33,25.0
2018,1,1,17.1,1956.0,170.0,19.05
2015,3,1,17.43,1396.0,105.5,4.5
2013,3,1,18.0,1198.0,86.7,4.15
2015,1,1,19.67,1582.0,126.2,11.9
2011,3,1,19.81,1086.0,68.05,2.1
2016,1,1,18.49,1493.0,100.0,6.95
2008,3,1,17.5,1298.0,85.8,2.4
2007,3,1,13.2,1495.0,94.0,2.65
2014,1,1,15.1,2179.0,140.0,9.0
2012,3,1,20.92,998.0,67.1,2.1
2011,3,1,18.6,1199.0,79.4,2.5
2009,1,0,12.4,2698.0,179.5,8.95
2017,1,0,20.7,1496.0,113.98,34.0
2015,3,1,17.57,1193.0,88.7,4.0
2014,1,1,26.0,1498.0,98.6,4.45
2010,3,1,18.6,1199.0,79.4,1.5
2011,1,0,16.55,1968.0,140.0,14.5
2015,1,1,26.1,1498.0,99.0,8.41
2014,1,0,19.08,1582.0,126.32,5.45
