,sentence,label
46,"본 발명은 황기, 더덕, 당귀 및 도라지의 열수추출물을 이용한 유산균 발효액을 함유하는 면역 기능성 식품 조성물 및 그 제조방법에 관한 것으로, 더욱 상세하게는 상기 각 열수추출물을 동량비로 배합한 혼합물에 유산균을 접종하여 발효시켜 얻은 유산균 복합 발효액은 면역활성을 증진 기능성 식품 조성물을 함유한 가공 식품을 제조할 수 있는 뛰어난 효과가 있다.",0
47,"본 발명은 팥꽃나무 및 감수 복합 추출물을 유효성분으로 포함하는 면역기능 증진용 약학 또는 식품 조성물에 관한 것이다. 이에 의하여, 본 발명의 팥꽃나무 및 감수 복합 추출물을 유효성분으로 포함하는 약학 조성물은 천연 약용재료를 사용하여 인체에 무해하면서도 단독 재료를 사용한 것에 비하여 면역기능 증강에 현저한 시너지 효과를 나타낼 수 있다.",0
48,"본 발명은 고초균 발효를 통한 간기능 개선 또는 면역 증진된 대추류 발효액 제조방법에 관한 것으로, 더욱 상세하게는 바실러스 서브틸리스(Bacillus subtilis) HA균을 이용한 발효를 통해 대추, 흑대추 및 대추씨 추출물 발효액을 생산하고 감마 폴리글루탐산(γ-PGA) 등의 기능성이 강화된 발효액을 생산하는 방법에 대한 것이다. 본 발명에서는 대표적인 한방원료인 대추 추출액 이외에도, 흑대추 제조 공정의 최적화 및 비가식 부분인 대추씨 추출액를 이용하여 적정량의 γ-PGA 생산배지, 채소 주스, 민들레 당절임액과 모노-소듐 L-글루탐산(mono-sodium L-glutamic acid; MSG)을 혼합하여 고농도의 점질물(γ-PGA)과 물성 및 기호성이 개선되고, 간기능 개선 또는 면역 증진된 효과를 가지는 기능성 식품 소재를 개발하였다.",0
49,본 발명은 좁은잎천선과 추출물을 유효성분으로 포함하는 면역 증진용 조성물에 관한 것이다.,0
50,"본 발명은 메밀 추출물의 면역증진 용도를 규명한 것으로, 보다 구체적으로, 메밀 추출물을 유효성분으로 포함하는 면역기능 증강용 식품 조성물 및 면역증강용 약학 조성물에 관한 것이다. 본 발명에 따른 메밀 추출물은 산화질소의 생성을 증가시키고 사이토카인인 TNF-a 또는 IL-6의 생성을 증가시켜 대식세포의 활성을 증가시켜 면역증진 효과를 유도할 수 있으며, 자연살해세포 활성을 증가시키고, 비장 및 흉선의 중량을 증가시키며 백혈구수를 증진시킬 수 있는 효과가 있어 면역증진을 필요로 하는 질환의 약학적 조성물로 활용할 수 있다. 또한 본 발명의 메밀 추출물은 세포 독성을 유발시키지 않아 체내 안정하므로 면역증진을 위한 식품용 조성물로도 활용할 수 있다.",0
51,"본 발명은 도라지, 더덕, 옥수수수염 및 고구마 껍질을 포함하는 혼합물의 추출물을 포함하는 면역 활성 증진용 조성물에 관한 것이다.",0
52,"본 발명은 몰로키아 잎 추출물의 면역증진 용도를 규명한 것으로, 보다 구체적으로, 몰로키아 잎 추출물을 유효성분으로 포함하는 면역기능 증강용 식품 조성물 및 면역증강용 약학 조성물에 관한 것이다. 본 발명에 따른 몰로키아 잎 추출물은 산화질소의 생성을 증가시키고 사이토카인인 TNF-a 또는 IL-6의 생성을 증가시켜 대식세포의 활성을 증가시켜 면역증진 효과를 유도할 수 있으며, 자연살해세포 활성을 증가시키고, 비장 및 흉선의 중량을 증가시키며 백혈구수를 증진시킬 수 있는 효과가 있어 면역증진을 필요로 하는 질환의 약학적 조성물로 활용할 수 있다. 또한 본 발명의 몰로키아 잎 추출물은 세포 독성을 유발시키지 않아 체내 안정하므로 면역증진을 위한 식품용 조성물로도 활용할 수 있다.",0
53,"본 발명은 지황 및 지황 추출물을 함유하여 지황 고유의 면역기능 증진활성을 가진 액상의 유산균발효제품 및 이의 제조방법에 대한 것이다. 특히 지황은 포도당 9%, 스타키오즈 32%, 만니톨 1%, 환원당 13% 및 올리고당과 같은 다양한 종류의 당을 함유하고 있어, 발효 시 유산균 속이 기존의 당 보다도 지황첨가시 지황내 당을 활용 할 가능성이 넓은 소재이다. 본 발명의 하나는, 지황을 20-45 mesh정도로 분쇄한 지황가루를 유산균 발효 시 종균(mother stater)접종 후, 원료의 무게비로 5-150%(w/w)로 첨가하여 발효시키는 공정과, 두 번째는 지황을 분쇄, 에탄올로 55℃에서 4시간 추출하여 80birx로 감압 농축 한 추출물을 유산균 발효 시 종균(mother stater)접종 후 원료의 부피비로 5-15%(v/w)씩 첨가하여 발효시키는 공정으로 기존의 발효공정과는 다른 발효과정을 거쳐 면역증진 생리활성 기능과 기호도를 높인 유산균 발효제품을 개발하였다.",0
54,"본 발명은 홍삼(Panax ginseng), 오가피(Acanthopanaci cortex ), 산삼배양근(Korean Mountain Ginseng Adventitious Root)을 주성분으로 한 면역활성 조절과 관련된 것으로, 좀 더 구체적으로는 홍삼, 오가피, 산삼배양근과 혈액순환 촉진과 조혈작용이 있는 육계, 당귀, 천궁, 숙지황, 작약과 신체대사를 활성화하고 도한(盜汗)을 완화시키는 인삼, 백출, 생강을 물 및 용매로 추출하여 얻은 이들 엑기스를 혼합한 생약재 복합물을 이용한 면역활성 증진효과를 갖는 식품조성에 관한 것이다.  홍삼, 홍삼복합물, 오가피, 산삼배양근, 산성다당체, 황기, 당귀, 매실, 면역증진",0
55,"본 발명은 탈지 들깨분말 열수 추출물을 유효성분으로 함유하는 면역 증진용 조성물에 관한 것으로, 본 발명에 따르면, 탈지 들깨분말(들깨박) 열수 추출물은 산화질소의 생성 및 TNF-α, IL-4의 방출을 증가시킴으로써 면역증진 효과를 나타내는 바, 면역 증진용 약학 조성물, 면역 증진용 건강식품 조성물 등으로 유용하게 활용될 수 있다.",0
56,"본 발명은 고추씨박 추출물을 유효성분으로 함유하는 면역증진용 조성물에 관한 것으로, 본 발명의 고추씨박 열수 추출물은 고추씨 열수 추출물에 비해 대식세포의 NO, TNF-α 및 IL-6 분비량을 증가시키고, 비장세포의 증식을 촉진하는 효과가 현저하므로, 고추씨박 추출물을 유효성분으로 함유하는 본 발명의 조성물은 면역증진용 건강기능식품, 면역증진을 위한 동물용 사료 또는 면역력 저하에 의한 질환의 치료제로 유용하게 사용될 수 있다.",0
57,"본 발명은 고춧잎 아임계 수 추출물을 유효성분으로 함유하는 면역증진용 조성물에 관한 것으로, 본 발명의 90~160℃로 가열하여 아임계 수 추출한 고춧잎 아임계 수 추출물은 고춧잎 물 추출물에 비해 대식세포의 NO(Nitric Oxide) 및 TNF-α의 분비량을 증가시키고, 비장세포의 증식을 촉진하는 효과가 현저하므로, 90~160℃로 가열하여 아임계 수 추출한 고춧잎 아임계 수 추출물을 유효성분으로 함유하는 본 발명의 조성물은 면역증진용 건강기능식품, 면역증진을 위한 동물용 사료 또는 면역력 저하에 의한 질환의 치료제로 유용하게 사용될 수 있다.",0
58,"본 발명은 식품 및 건강음료 재료로 널리 이용되고 있는 칡에 관한 것으로, 상세하게는 면역증진효과를 가질 수 있도록 칡의 가공방법과 이 방법으로 획득되는 칡 추출분말에 관한 것이다.  이러한 본 발명인 면역증진효과를 위한 칡의 가공방법은, 세척된 칡을 70~90℃ 온도에서 12~36시간 건조한 후 1~3㎝ 크기로 절단하는 건조 및 절단하는 단계와; 상기 단계 후 150~250℃ 온도에서 10~30분간 로스팅 하는 단계와; 상기 로스팅이 이루어진 칡으로부터 추출물을 획득하는 단계로 이루어진다.",0
59,"본 발명은 아로니아 발효 추출물을 포함하는 건강 기능성 식품 조성물에 관한 것으로, 본 발명의 발효 추출물은 고압 분쇄 전처리 공정, 유산균 발효 처리공정, 및 초음파 후처리 공정을 통해 얻어지며 우수한 면역증진용도를 갖는다.",0
60,"본 발명은 식물 혼합 추출물을 유효성분으로 함유하는 면역증진용 조성물 및 이의 제조방법에 관한 것으로, 본 발명의 제조방법으로 제조된 인삼, 백출, 복령, 진피, 감초, 소엽 및 계피를 포함하는 식물 혼합 추출물은 면역력이 저하된 실험군에서 식물 혼합 추출물을 처리하지 않은 대조군에 비해 흉선과 비장 조직의 중량을 증가시키고, 면역 저하에 의해 감소된 혈중 임파구 수치를 증가시키고, 면역 저하에 의해 증가된 과립구 수치를 감소시키고, 혈중 사이토카인(IL-2, TNF-α 및 INF-γ)의 함량을 대조군 대비 증가시키는 효과가 현저하였으며, 면역력이 저하된 대조군에서 관찰되는 백색수질의 붕괴현상을 개선하는 효과가 우수하므로, 본 발명의 제조방법으로 제조된 면역증진용 식물 혼합 추출물은 면역증진용 건강기능식품 또는 면역력 저하에 의한 질환의 치료제로 유용하게 사용될 수 있다.",0
61,"본 발명은 홍삼, 대추 및 길경의 혼합 추출물을 포함하는 항염증 및 면역증진용 조성물에 관한 것으로, 염증성 인자의 발현 저해 효과가 우수하고, 면역세포의 활성 조절 효과가 우수하므로, 항염증 및 면역증진 용도로 유용하게 활용될 수 있다.",0
62,"본 발명은 산수국 추출물을 함유하는 조성물에 관한 것으로서, 산수국 추출물이 면역증진인자인 일산화질소(Nitric Oxide)의 생성, iNOS(inducible nitric oxide synthase), COX-2(Cyclooxygenase-2), IL-1β(Interluekin 1 beta), IL-6(Interleukin 6) IL-12(Interleukin 12), TNF-α(Tumor necrosis factor alpha) 및 MCP-1(Monocyte chemoattractant protein 1)의 발현, 대식세포의 식세포작용을 증가시켜 면역증진 효과를 유도할 수 있어 면역증진을 필요로 하는 질환의 약학적 조성물 또는 면역증진을 위한 건강기능식품으로 용이하게 활용할 수 있다.",0
63,"본 발명은 밀리타리스동충하초(  Cordyceps militaris  ) 열수추출물을 포함하는 면역증진을 위한 조성물로서, 상세하게는 본 발명의 밀리타리스동충하초 열수 추출물은 고형암을 이식받은 마우스 비장내의 T-세포, B-세포 및 NK-세포수를 유의적으로 증가시킴으로써 세포 및 체액 매개성 면역반응의 증진을 통해 수명연장효과 및 항종양 효과를 나타내며, 비장에 의한 IL-2 분비능을 증가시켜 숙주의 면역기능을 활성화시키므로, 면역증진을 위한 약학조성물 및 건강기능식품으로 유용하게 이용될 수 있다.  밀리타리스동충하초, 면역증진, 항종양, NK-세포, T-세포",0
64,"본 발명은 쌍별귀뚜라미 및 갈색거저리의 혼합 추출물을 유효성분으로 포함하는 면역증진용 조성물에 관한 것이다.  본 발명의 면역증진용 조성물은 세포 독성이 없고, 농도 의존적으로 비장세포, NK(Natural Killer) 세포, 및 CTL(Cytotoxic T Lymphocyte) 세포의 생존율과 증식율을 개선시켜 저하된 면역세포의 활성을 실질적으로 증가시켜주고, 이에 따라 전반적으로 세포성 면역 반응 체계의 활성을 통해 면역력을 직접적으로 개선함으로써 우수한 면역증진 효과가 있다. 또한, 본 발명의 면역증진용 조성물은 천연에서 존재하는 식용물질인 쌍별귀뚜라미와 갈색 거저리를 배합하여 인체에 매우 안전할 뿐만 아니라, 안정성도 매우 탁월하여 식품, 및 의약품 분야에서 면역증진의 목적으로 유용하게 이용 가능하다.",0
65,"본 발명은 이리도이드 고함유 노니 열매 추출물 또는 이의 분획물의 제조방법, 면역증진 활성물질 고함유 노니 열매 추출물 또는 이의 분획물의 제조방법 및 노니 열매 추출물 또는 이의 분획물을 포함하는 면역 증진용 조성물에 관한 것으로, 보다 상세하게는 특정 농도 범위의 에탄올을 추출 용매로 하여 노니 열매 추출물을 제조하는 단계를 포함하는 이리도이드 고함유 노니 열매 추출물 또는 이의 분획물의 제조방법, 면역증진 활성물질 고함유 노니 열매 추출물 또는 이의 분획물의 제조방법 및 상기 추출물 또는 이의 분획물을 포함하는 면역 증진용 약학 조성물 및 건강기능식품 조성물을 제공한다.",0
66,"본 발명은 자생 갯방풍과 내륙 재배 갯방풍이 성분을 분석하여 대량 생산 가능한 내륙 갯방풍을 이용하여 다양한 건강기능 식품을 제공하는 것에 대한 것이다. 구체적으로, 본 발명은 내륙 재배 갯방풍 추출물을 유효성분으로 포함하면서 기능성이 밝혀진 다른 한약 소재를 포함하는 면역증진 기능성 식품을 제공한다.",0
67,"본 발명은 작약, 복령, 숙지황, 유산균을 포함하는 면역증진 및 피로 개선용 한방 발효 조성물 및 그 제조방법에 관한 것으로, 더욱 상세하게는 진피, 대추, 홍삼, 작약, 감초, 천궁, 복령, 숙지황, 삽주뿌리, 황기, 오미자, 기능성 올리고당, 유산균혼합물 및 벌꿀로 이루어지며,  진피, 대추, 홍삼, 작약, 감초, 천궁, 복령, 숙지황, 삽주뿌리, 황기 및 오미자를 세척하는 약재세척단계, 상기 약재세척단계를 통해 세척된 약재를 건조하는 약재건조단계, 상기 약재건조단계를 통해 건조된 약재를 분쇄하는 분쇄단계, 상기 분쇄단계를 통해 제조된 약재분말에 유산균 혼합물, 기능성 올리고당 및 벌꿀을 혼합하여 환을 제조하는 환제조단계, 상기 환제조단계를 통해 제조된 환을 45 내지 50시간 동안 발효 및 숙성하는 발효숙성단계 및 상기 발효숙성단계를 통해 숙성된 환을 건조하는 환건조단계를 통해 제조된다.  상기의 과정을 통해 제조되는 작약, 복령, 숙지황, 유산균을 포함하는 면역증진 및 피로 개선용 한방 발효 조성물은 면역력을 증진시키고 피로를 개선할 뿐만 아니라, 발효과정을 통해 유효성분의 체내 흡수율이 향상되며 우수한 기호도를 나타낸다.",0
68,"본 발명은 은행 추출물을 포함하는 구강질환 예방 또는 치료용 조성물에 관한 것으로서, 보다 상세하게는 치아 우식증, 치주질환, 치통, 시린이 및 구취를 예방 또는 개선하는 효과를 가지는 의약외품 조성물에 관한 것이다. 본 발명의 조성물은 치아우식증 및 치주질환 유발세균에 대한 항균활성이 우수하며, 통증 및 염증 마커인 PGE2를 농도 의존적으로 억제하고, 치은염 형성 억제 효과, 시린이 증상 억제 효과 및 구취 제거 효과가 우수하여 치아 우식증, 치주질환, 치통, 시린이 및 구취로 이루어진 군으로부터 선택된 1 이상의 구강질환 예방 또는 개선용 의약외품 조성물로서의 활용도가 높다. 또한, 본 발명의 조성물은 약학적 조성물 및 식품 조성물로서 사용할 수 있다.",0
69,"본 발명은 장미목 식물 추출물, 층층나무속 식물 추출물, 모시풀속 식물 추출물 및 서어나무속 식물 추출물로 이루어진 군으로부터 선택된 어느 하나 이상의 천연 추출물을 이용함으로써 치료 부작용을 현저히 감소시킨 골질환의 예방 또는 치료용 약학 조성물, 및 골질환의 개선 또는 완화용 식품 조성물에 관한 것으로, 상기 조성물을 이용하면 파골세포로의 분화를 효과적으로 억제함으로써 골질환을 효과적으로 예방 또는 치료할 수 있다.",0
70,,0
71,"본 발명은 장미목 식물 추출물, 층층나무속 식물 추출물, 모시풀속 식물 추출물 및 서어나무속 식물 추출물로 이루어진 군으로부터 선택된 어느 하나 이상의 천연 추출물을 이용함으로써 치료 부작용을 현저히 감소시킨 골질환의 예방 또는 치료용 약학 조성물, 및 골질환의 개선 또는 완화용 식품 조성물에 관한 것으로, 상기 조성물을 이용하면 파골세포로의 분화를 효과적으로 억제함으로써 골질환을 효과적으로 예방 또는 치료할 수 있다.",1
72,"본 발명은 강활(Notopterygium incisum, N. incisum) 및 방풍 (Saposhnikovia divaricata, S. divaricata)의 혼합 추출물을 유효성분으로 함유하는 염증성 질환의 예방 및 치료용 조성물에 관한 것으로, 구체적으로 상기 강활 및 방풍의 적정비율의 혼합 추출물은 각 약재 단독에 비하여, 염증 유발에 의해 급격히 증가하는 염증 관련 인자인 인터루킨-1ß(interleukin-1ß, IL-1ß), 종양괴사인사-α(tumor necrosis factor-α, TNF-α) 및 일산화질소(nitrogen oxide, NO)의 생성을 더 효과적으로 억제하고, 보다 현저한 부종억제 효과를 가지며, 세포독성이 없는 안전한 물질이므로, 염증성 질환의 예방 및 치료를 위한 조성물로 유용하게 사용될 수 있다.  강활, 방풍, 염증, IL-1ß, TNF-α, NO, 부종.",1
73,"본 발명은 치자, 당귀, 건지황, 형개를 정선한 다음 각각 2 : 2 : 1 : 2의 중량비로 하고, 원료량의 8배의 정제수를 용매로 하여 80~100℃에서 3시간 동안 1회 추출한 다음 200메쉬로 여과하여 60℃ 내지 -70℃에서 감압 농축한 후, 감압 건조한 추출물(HP08-0106)을 얻었다. 따라서 본 발명은 상기 추출물을 유효성분으로 하는 치주질환의 예방 및 치료용 조성물과 이를 포함한 식품에 관한 것으로, 더욱 상세하게는 인체에 독성이 거의 없으며, 부작용도 적은 천연식물로부터 추출된 추출물을 유효성분으로 하여 대표적인 염증 사이토카인 IL-1β(Interlukin-1β)와 TNF-a(Tumor necrosis factor-a)의 분비량 감소로 인한 염증유발 감소와 파골 세포의 분화 억제 및 파골세포의 특이적 유전자의 발현 억제, 칼슘 및 콜라겐의 합성 효과 증진, 잇몸뼈의 파괴 감소 등의 효과로 인해 치주 질환의 치료제로서 효과적인 기능을 발휘하는 것이고, 이로 인해 치주질환의 예방 및 치료효과를 기대할 수 있는 조성물과 이를 포함하는 식품에 관한 것이다.",1
74,"본 발명은 골질환의 예방 또는 치료를 위한 식물 추출물 조성물에 관한 것으로서, 보다 구체적으로는 본 발명에 따른 조성물은 세포 독성이 낮아 안정적이며, 파골세포의 형성을 억제시켜 골손실로 인한 골질환을 억제하는데 효과가 있으므로 골질환의 예방 또는 치료용 약학 조성물 및 골질환의 예방 또는 개선용 식품 조성물로 유용하게 사용될 수 있다.",1
75,"본 발명은 장미목 식물 추출물, 층층나무속 식물 추출물, 모시풀속 식물 추출물 및 서어나무속 식물 추출물로 이루어진 군으로부터 선택된 어느 하나 이상의 천연 추출물을 이용함으로써 치료 부작용을 현저히 감소시킨 골질환의 예방 또는 치료용 약학 조성물, 및 골질환의 개선 또는 완화용 식품 조성물에 관한 것으로, 상기 조성물을 이용하면 파골세포로의 분화를 효과적으로 억제함으로써 골질환을 효과적으로 예방 또는 치료할 수 있다.",1
76,"본 발명은 탱자 및 물엿을 발효시킨 발효액을 유효성분으로 포함하는 염증성 질환 또는 알러지 질환의 예방 또는 치료용 조성물에 관한 것이다. 본 발명의 탱자 및 물엿을 발효시킨 발효액은 염증세포에서 사이토카인의 발현을 감소시키고 NF-κB 활성을 억제시켜 염증 및 알러지를 개선시키는 효과가 우수하므로, 염증성 질환 또는 알러지 질환의 예방 또는 치료에 유용하게 사용될 수 있다.",1
77,"본 발명은 노각나무 추출물을 포함하는 구강 질환 예방 또는 치료용 조성물에 관한 것이다. 더욱 상세하게 본 발명은 노각나무 추출물을 유효성분으로 포함하는 구강 질환 예방 또는 치료용 약학적 조성물, 식품 조성물, 의약외품 조성물, 및 치과용 조성물에 관한 것이다.",1
78,"본 발명은 해방풍(Glehnia littoralis) 추출물로부터 제조한 분획물을 유효성분으로 함유하는 염증성 질환의 예방 및 치료용 조성물에 관한 것으로서, 더욱 상세하게는, 해방풍 추출물을 유기용매로 분획하여 제조한 분획물은 염증성 사이토카인인 인터루킨-1β(interleukin-1β, IL-1β) 및 종양괴사인자-α(tumor necrosis factor-α, TNF-α)의 생산 또는 분비를 억제하고, 세포독성이 없는 안전한 물질이므로, 염증성 질환의 예방 또는 치료를 위한 조성물의 유효성분으로서 유용하게 사용할 수 있다.",1
79,"본 발명은 천문동(Asparagus cochinchinensis) 추출물로부터 제조한 분획물을 유효성분으로 함유하는 염증성 질환의 예방 및 치료용 조성물에 관한 것으로서, 더욱 상세하게는, 천문동 추출물을 유기용매로 분획하여 제조한 분획물은 염증성 사이토카인인 인터루킨-1β(interleukin-1β, IL-1β) 및 종양괴사인자-α(tumor necrosis factor-α, TNF-α)의 생산 또는 분비를 억제하는 세포독성이 없는 안전한 물질이므로, 염증성 질환의 예방 또는 치료를 위한 조성물의 유효성분으로서 유용하게 사용할 수 있다.",1
80,"본 발명은 꿩의 다리(Thalictrum aquilegiifolium) 추출물을 포함하는 구강질환 예방 또는 치료용 조성물에 관한 것으로, 보다 구체적으로 구강 내 치주병, 충치 등을 유발하는 유해 세균에 대한 항균 활성을 가지는 꿩의 다리(Thalictrum aquilegiifolium)를 포함한 구강용 조성물에 관한 것이다. 본 발명의 꿩의 다리(Thalictrum aquilegiifolium) 추출물을 포함하는 구강용 조성물은, 구강 질환을 유발하는 원인균에 대한 항균 효과를 가지며, 동시에 염증성 사이토카인을 억제하여 염증을 완화하는 효과를 가진다. 상기 조성물은 천연 유래의 성분을 포함하여 부작용이 적은 장점을 가지며, 다양한 구강용 제품 및 의약품으로 활용될 수 있다.",1
81,"본 발명은 단풍나무 추출물을 포함하는 치주 질환의 예방 또는 치료용 조성물에 관한 것으로, 구체적으로 단풍나무 추출물 또는 이의 분획물을 유효성분으로 포함하는 치주질환의 예방, 개선 또는 치료용 약학적 조성물, 건강기능식품 조성물, 의약외품 조성물, 및 치주질환의 치료 방법에 관한 것이다.  본 발명에 따른 단풍나무 추출물은 세포에 독성이 없으며, 우수한 항염증 및 항균 효과를 나타내므로, 치주 질환의 치료에 안전하고 유용하게 사용될 수 있다.",1
82,"본 발명은 구강질환 유발 세균을 검출할 수 있는 프라이머 및 프로브를 포함하는 조성물 내지 이의 용도에 대한 것이다.  본 발명의 프라이머 내지 프로브를 포함하는 조성물을 이용하는 경우 높은 민감도(sensitivity), 직선성(linearity) 및 특이도(specificity) 로 신속하게 구강질환 유발 세균을 검출할 수 있으므로, 구강질환 유발 세균 검출 내지 구강질환 진단을 위해 효과적으로 사용될 수 있다.",1
83,"본 발명은 구강질환 예방 또는 치료용 조성물에 관한 것으로, 보다 상세하게는 차이브 추출물을 유효성분으로 포함하는 구강용 조성물에 관한 것이다. 본 발명의 차이브 추출물을 포함하는 구강용 조성물은 구강질환 예방 또는 치료 효과가 우수하며, 천연물 유래의 물질이어서 독성이 없으며, 인체에 적용하여도 부작용을 유발하지 않아 활용도가 높다.",1
84,"본 발명은 구강질환 예방 또는 치료용 조성물에 관한 것으로, 보다 상세하게는 퍼슬린 추출물을 유효성분으로 포함하는 구강용 조성물에 관한 것이다. 본 발명의 퍼슬린 추출물을 포함하는 구강용 조성물은 구강질환 예방 또는 치료 효과가 우수하며, 천연물 유래의 물질이어서 독성이 없으며, 인체에 적용하여도 부작용을 유발하지 않아 활용도가 높다.",1
85,"본 발명은 장미목 식물 추출물, 층층나무속 식물 추출물, 모시풀속 식물 추출물 및 서어나무속 식물 추출물로 이루어진 군으로부터 선택된 어느 하나 이상의 천연 추출물을 이용함으로써 치료 부작용을 현저히 감소시킨 골질환의 예방 또는 치료용 약학 조성물, 및 골질환의 개선 또는 완화용 식품 조성물에 관한 것으로, 상기 조성물을 이용하면 파골세포로의 분화를 효과적으로 억제함으로써 골질환을 효과적으로 예방 또는 치료할 수 있다.",1
86,"본 발명은 해바라기유를 포함하는 구강질환 예방 또는 치료용 조성물에 관한 것으로서, 보다 상세하게는 치아 우식증, 치주질환, 치통, 시린이 및 구취를 예방 또는 개선하는 효과를 가지는 의약외품 조성물에 관한 것이다. 본 발명의 조성물은 치아우식증 및 치주질환 유발세균에 대한 항균활성이 우수하며, 통증 및 염증 마커인 PGE2를 농도 의존적으로 억제하고, 치은염 형성 억제 효과, 시린이 증상 억제 효과 및 구취 제거 효과가 우수하여 치아 우식증, 치주질환, 치통, 시린이 및 구취로 이루어진 군으로부터 선택된 1 이상의 구강질환 예방 또는 개선용 의약외품 조성물로서의 활용도가 높다. 또한, 본 발명의 조성물은 약학적 조성물 및 식품 조성물로서 사용할 수 있다.",1
87,"본 발명은 탈지 청국장의 제조방법 및 이로부터 제조된 탈지 청국장의 추출물을 유효성분으로 함유하는 조성물에 관한 것으로서, 상세하게는 본 발명의 탈지 청국장 추출물은 류마티스 관절염을 유도한 동물모델에서 탁월한 관절염 억제 효과를 나타내므로, 염증관련 질환의 예방 및 치료용 조성물로 유용하게 이용될 수 있다.  또한 본 발명의 제조방법에 의해 제조된 탈지 청국장은 비극성 용매로 지방 성분을 제거하여 기존의 일반 청국장에 비하여 칼로리가 대폭 감소되는 저칼로리 식품 및 식품 첨가물로서 유용하게 이용될 수 있다.  탈지 청국장, 류마티스 관절염, 염증 관련 질환, 저칼로리 식품",1
88,"본 발명은 유일한 활성성분으로 쿠르쿠마 종의 추출물, 선택적으로 인지질과 복합체화된 형태의 쿠르쿠민, 및 에키네시아 종 추출물 또는 산초나무 종의 친유성 추출물을 함유하는 조성물에 관한 것으로서, 상기 조성물은 말초성 통증 및 표재성 및 심부 염증성 통증 상태의 국소 및 전신적 치료에 유용하다. 본 발명에 따른 조성물은 NSAID나 스테로이드로 장기간 치료할 수 없는 환자에서 골관절염 및 류마티스성 관절염을 치료하는데 특히 효과적이다.",1
89,"본 발명은 염증성 질환 치료 및 예방용 조성물에 관한 것으로서, 구체적으로 가시오가피, 중국당귀 및 황금 생약 추출물이 함유되어 있는 본 발명의 조성물은 엘루스로사이드 E, 리구스틸라이드, 바이칼린의 함량이 일정 범위로 최적화된 조성물로서, 관절조직에서 염증을 유발시키는 인자인 백혈구수, 인터루킨-6, TNF-α, 프로스타글란딘 E2를 감소시키며, 염증을 억제하는 프로스타글란딘 D2 합성효소를 증가시켜, 염증성 질환을 치료 및 예방하는데 유용하게 이용될 수 있다.  가시오가피, 중국당귀, 황금, 엘루스로사이드 E, 리구스틸라이드, 바이칼린, 염증성 질환, 관절염",0
90,"본 발명은 청각(Codium fragile)의 열수추출물을 유효성분으로 포함하는 것을 특징으로 하는 관절염 치료 또는 예방용 약학적 조성물을 제공함으로써 효과가 뛰어난 천연물 유래의 조성물을 제공할 수 있어, 관절염 개선의 효과를 기대하는 화장료, 음료, 기능성 식품 등에 이용할 수 있다.",0
91,"본 발명은  Uncaria  속 식물, 특히 아선약, 또는 그의 추출물을 포함하는 사이클로옥시게나제(cyclooxygenase: COX) 및/또는 5-리폭시게나제(5-lipoxygenase: 5-LO)에 의해 매개되는 생리학적 및 병리학적 이상 증상을 예방 또는 치료하기 위한 조성물, 및 상기  Uncaria  속 식물 추출물과 황금 및/또는 녹차 추출물의 배합 조성물에 관한 것으로, 본 발명의 조성물은 우수한 COX 및/또는 5-LO 억제 효과를 나타내며, 특히, 골관절염 또는 류마티스 관절염을 포함하는 다양한 COX 경로 및/또는 5-LO 경로에 의해 매개되는 질병 및 이상 증상의 예방 또는 치료에 사용할 수 있다.  아선약, 사이클로옥시게나제, 5-리폭시게나제",0
92,"본원에 기재된 발명은 오고닌으로 통증을 치료하기 위한 조성물 및 방법에 관한 것이다. 특히, 오고닌으로 근골격 통증 및 관절염을 치료하기 위한 조성물 및 방법이 본원에 기재된다.",0
93,"본 백두옹(Pulsatilla koreana) 추출물을 유효성분으로 포함하는 것을 특징으로 하는 염증성 질환 치료 및 예방용 조성물에 관한 것으로, 더욱 상세하게는 백두옹 추출물 중 악티제닌(Arctigenin)의 함량이 일정범위로 포함되도록 규격화 및 표준화시키고, 제제화하여, 진통억제, 급성염증억제 및 급성부종억제 등의 염증성 변화에 의하여 나타나는 제증상의 억제 효과가 우수하게 발현되어 관절염 등의 염증성 변화에 의한 질환 치료 및 예방에 유용한 약제로 사용할 수 있는 백두옹 추출물에 관한 것이다.",0
94,"본 발명은 아까시나무 잎 추출물을 유효성분으로 함유하는 IL-1β 관련 질환 예방 또는 치료용 약학조성물에 관한 것으로, 상기 아까시나무 잎 추출물은 세포독성 없이 IL-1β 수용체 신호전달을 억제하고 류마티스 관절염 동물모델에서 콜라겐에 의해 유도된 부종을 억제시키는 것이 확인됨에 따라, 본 발명의 아까시나무 잎 추출물을 유효성분으로 함유하는 조성물은 IL-1β와 관련된 염증 질환 및 자가면역 질환의 예방 또는 치료용 약학조성물 또는 건강식품으로 제공될 수 있다.",0
95,"본 발명은 익지 추출물을 유효성분으로 함유하는 고요산혈증 또는 고요산혈증 관련 대사 장애의 예방, 개선 또는 치료용 조성물에 관한 것으로, 본 발명의 익지 추출물은 동물모델의 혈청 내 요산을 저하시키는 효과가 있는 것으로, 천연물 유래의 유효성분이므로 안전할 뿐만 아니라, 원료 공급이 비교적 용이하므로, 고요산혈증 또는 고요산혈증 관련 대사 장애 관련 산업에 널리 활용될 수 있다. 특히, 통풍 또는 통풍성 관절염의 예방, 개선 또는 치료에 효과적으로 사용될 수 있다.",0
